"date","temp_c","dew_c","humidity","wind_kph","pressure_hg","precip_mm","district","year","month"
2019-05-09,21.82,7.27,44,22.86,31.02,0,"shinagawa-ku",2019,"may"
2019-05-10,27.02,7.27,36,11.43,31.08,0,"shinagawa-ku",2019,"may"
2019-05-11,25.98,11.43,46,10.39,31.11,0,"shinagawa-ku",2019,"may"
2019-05-12,23.9,13.51,52,16.63,31.18,0.94,"shinagawa-ku",2019,"may"
2019-05-13,21.82,11.43,55,15.59,31.27,0.21,"shinagawa-ku",2019,"may"
2019-05-14,20.78,13.51,69,24.94,31.27,3.53,"shinagawa-ku",2019,"may"
2019-05-15,21.82,11.43,56,20.78,31.24,0,"shinagawa-ku",2019,"may"
2019-05-16,22.86,11.43,54,11.43,31.18,0,"shinagawa-ku",2019,"may"
2019-05-17,23.9,13.51,56,12.47,31.3,0,"shinagawa-ku",2019,"may"
2019-05-18,22.86,13.51,58,13.51,31.42,0.52,"shinagawa-ku",2019,"may"
2019-05-19,23.9,12.47,56,17.66,31.39,1.04,"shinagawa-ku",2019,"may"
2019-05-20,22.86,13.51,60,24.94,31.21,3.22,"shinagawa-ku",2019,"may"
2019-05-21,21.82,18.7,80,31.17,30.81,64.94,"shinagawa-ku",2019,"may"
2019-05-22,24.94,11.43,48,16.63,30.84,0,"shinagawa-ku",2019,"may"
2019-05-23,27.02,9.35,38,13.51,30.96,0,"shinagawa-ku",2019,"may"
2019-05-24,29.09,11.43,42,11.43,31.02,0,"shinagawa-ku",2019,"may"
2019-05-25,31.17,12.47,34,10.39,31.21,0,"shinagawa-ku",2019,"may"
2019-05-26,32.21,14.55,39,11.43,31.24,0,"shinagawa-ku",2019,"may"
2019-05-27,33.25,15.59,39,12.47,31.14,0,"shinagawa-ku",2019,"may"
2019-05-28,27.02,13.51,46,32.21,30.96,0.1,"shinagawa-ku",2019,"may"
2019-05-29,25.98,15.59,60,27.02,30.81,8.94,"shinagawa-ku",2019,"may"
2019-05-30,24.94,9.35,42,18.7,31.08,1.14,"shinagawa-ku",2019,"may"
2019-05-31,24.94,15.59,60,24.94,31.05,0,"shinagawa-ku",2019,"may"
2019-05-01,22.4,14.94,72,19.2,31.57,12.59,"shinjuku-ku",2019,"may"
2019-05-02,20.27,12.8,62,10.67,31.66,10.67,"shinjuku-ku",2019,"may"
2019-05-03,23.47,10.67,51,12.8,31.98,0.21,"shinjuku-ku",2019,"may"
2019-05-04,23.47,10.67,48,14.94,32.07,1.81,"shinjuku-ku",2019,"may"
2019-05-05,24.54,12.8,54,13.87,32.16,0,"shinjuku-ku",2019,"may"
2019-05-06,22.4,11.73,54,28.8,31.98,0.53,"shinjuku-ku",2019,"may"
2019-05-07,18.14,8.53,55,16,31.79,1.07,"shinjuku-ku",2019,"may"
2019-05-08,21.34,5.33,37,23.47,31.91,0,"shinjuku-ku",2019,"may"
2019-05-09,22.4,7.47,44,23.47,31.85,0,"shinjuku-ku",2019,"may"
2019-05-10,27.74,7.47,36,11.73,31.91,0,"shinjuku-ku",2019,"may"
2019-05-11,26.67,11.73,46,10.67,31.94,0,"shinjuku-ku",2019,"may"
2019-05-12,24.54,13.87,52,17.07,32.01,0.96,"shinjuku-ku",2019,"may"
2019-05-13,22.4,11.73,55,16,32.1,0.21,"shinjuku-ku",2019,"may"
2019-05-14,21.34,13.87,69,25.6,32.1,3.63,"shinjuku-ku",2019,"may"
2019-05-15,22.4,11.73,56,21.34,32.07,0,"shinjuku-ku",2019,"may"
2019-05-16,23.47,11.73,54,11.73,32.01,0,"shinjuku-ku",2019,"may"
2019-05-17,24.54,13.87,56,12.8,32.13,0,"shinjuku-ku",2019,"may"
2019-05-18,23.47,13.87,58,13.87,32.26,0.53,"shinjuku-ku",2019,"may"
2019-05-19,24.54,12.8,56,18.14,32.23,1.07,"shinjuku-ku",2019,"may"
2019-05-20,23.47,13.87,60,25.6,32.04,3.31,"shinjuku-ku",2019,"may"
2019-05-21,22.4,19.2,80,32,31.63,66.67,"shinjuku-ku",2019,"may"
2019-05-22,25.6,11.73,48,17.07,31.66,0,"shinjuku-ku",2019,"may"
2019-05-23,27.74,9.6,38,13.87,31.79,0,"shinjuku-ku",2019,"may"
2019-05-24,29.87,11.73,42,11.73,31.85,0,"shinjuku-ku",2019,"may"
2019-05-25,32,12.8,34,10.67,32.04,0,"shinjuku-ku",2019,"may"
2019-05-26,33.07,14.94,39,11.73,32.07,0,"shinjuku-ku",2019,"may"
2019-05-27,34.14,16,39,12.8,31.98,0,"shinjuku-ku",2019,"may"
2019-05-28,27.74,13.87,46,33.07,31.79,0.11,"shinjuku-ku",2019,"may"
2019-05-29,26.67,16,60,27.74,31.63,9.17,"shinjuku-ku",2019,"may"
2019-05-30,25.6,9.6,42,19.2,31.91,1.17,"shinjuku-ku",2019,"may"
2019-05-31,25.6,16,60,25.6,31.88,0,"shinjuku-ku",2019,"may"
2019-05-01,21.26,14.18,72,18.23,29.96,11.95,"suginami-ku",2019,"may"
2019-05-02,19.24,12.15,62,10.13,30.05,10.13,"suginami-ku",2019,"may"
2019-05-03,22.28,10.13,51,12.15,30.35,0.2,"suginami-ku",2019,"may"
2019-05-04,22.28,10.13,48,14.18,30.44,1.72,"suginami-ku",2019,"may"
2019-05-05,23.29,12.15,54,13.16,30.53,0,"suginami-ku",2019,"may"
2019-05-06,21.26,11.14,54,27.34,30.35,0.51,"suginami-ku",2019,"may"
2019-05-07,17.21,8.1,55,15.19,30.17,1.01,"suginami-ku",2019,"may"
2019-05-08,20.25,5.06,37,22.28,30.29,0,"suginami-ku",2019,"may"
2019-05-09,21.26,7.09,44,22.28,30.23,0,"suginami-ku",2019,"may"
2019-05-10,26.33,7.09,36,11.14,30.29,0,"suginami-ku",2019,"may"
2019-05-11,25.32,11.14,46,10.13,30.32,0,"suginami-ku",2019,"may"
2019-05-12,23.29,13.16,52,16.2,30.38,0.91,"suginami-ku",2019,"may"
2019-05-13,21.26,11.14,55,15.19,30.47,0.2,"suginami-ku",2019,"may"
2019-05-14,20.25,13.16,69,24.3,30.47,3.44,"suginami-ku",2019,"may"
2019-05-15,21.26,11.14,56,20.25,30.44,0,"suginami-ku",2019,"may"
2019-05-16,22.28,11.14,54,11.14,30.38,0,"suginami-ku",2019,"may"
2019-05-17,23.29,13.16,56,12.15,30.5,0,"suginami-ku",2019,"may"
2019-05-18,22.28,13.16,58,13.16,30.62,0.51,"suginami-ku",2019,"may"
2019-05-19,23.29,12.15,56,17.21,30.59,1.01,"suginami-ku",2019,"may"
2019-05-20,22.28,13.16,60,24.3,30.41,3.14,"suginami-ku",2019,"may"
2019-05-21,21.26,18.23,80,30.38,30.02,63.29,"suginami-ku",2019,"may"
2019-05-22,24.3,11.14,48,16.2,30.05,0,"suginami-ku",2019,"may"
2019-05-23,26.33,9.11,38,13.16,30.17,0,"suginami-ku",2019,"may"
2019-05-24,28.35,11.14,42,11.14,30.23,0,"suginami-ku",2019,"may"
2019-05-25,30.38,12.15,34,10.13,30.41,0,"suginami-ku",2019,"may"
2019-05-26,31.39,14.18,39,11.14,30.44,0,"suginami-ku",2019,"may"
2019-05-27,32.4,15.19,39,12.15,30.35,0,"suginami-ku",2019,"may"
2019-05-28,26.33,13.16,46,31.39,30.17,0.1,"suginami-ku",2019,"may"
2019-05-29,25.32,15.19,60,26.33,30.02,8.71,"suginami-ku",2019,"may"
2019-05-30,24.3,9.11,42,18.23,30.29,1.11,"suginami-ku",2019,"may"
2019-05-31,24.3,15.19,60,24.3,30.26,0,"suginami-ku",2019,"may"
2019-05-01,21.75,14.5,72,18.64,30.65,12.22,"sumida-ku",2019,"may"
2019-05-02,19.68,12.43,62,10.36,30.74,10.36,"sumida-ku",2019,"may"
2019-05-03,22.79,10.36,51,12.43,31.04,0.21,"sumida-ku",2019,"may"
2019-05-04,22.79,10.36,48,14.5,31.13,1.76,"sumida-ku",2019,"may"
2019-05-05,23.82,12.43,54,13.46,31.23,0,"sumida-ku",2019,"may"
2019-05-06,21.75,11.39,54,27.96,31.04,0.52,"sumida-ku",2019,"may"
2019-05-07,17.61,8.29,55,15.54,30.86,1.04,"sumida-ku",2019,"may"
2019-05-08,20.71,5.18,37,22.79,30.98,0,"sumida-ku",2019,"may"
2019-05-09,21.75,7.25,44,22.79,30.92,0,"sumida-ku",2019,"may"
2019-05-10,26.93,7.25,36,11.39,30.98,0,"sumida-ku",2019,"may"
2019-05-11,25.89,11.39,46,10.36,31.01,0,"sumida-ku",2019,"may"
2019-05-12,23.82,13.46,52,16.57,31.07,0.93,"sumida-ku",2019,"may"
2019-05-13,21.75,11.39,55,15.54,31.17,0.21,"sumida-ku",2019,"may"
2019-05-14,20.71,13.46,69,24.86,31.17,3.52,"sumida-ku",2019,"may"
2019-05-15,21.75,11.39,56,20.71,31.13,0,"sumida-ku",2019,"may"
2019-05-16,22.79,11.39,54,11.39,31.07,0,"sumida-ku",2019,"may"
2019-05-17,23.82,13.46,56,12.43,31.2,0,"sumida-ku",2019,"may"
2019-05-18,22.79,13.46,58,13.46,31.32,0.52,"sumida-ku",2019,"may"
2019-05-19,23.82,12.43,56,17.61,31.29,1.04,"sumida-ku",2019,"may"
2019-05-20,22.79,13.46,60,24.86,31.1,3.21,"sumida-ku",2019,"may"
2019-05-21,21.75,18.64,80,31.07,30.71,64.73,"sumida-ku",2019,"may"
2019-05-22,24.86,11.39,48,16.57,30.74,0,"sumida-ku",2019,"may"
2019-05-23,26.93,9.32,38,13.46,30.86,0,"sumida-ku",2019,"may"
2019-05-24,29,11.39,42,11.39,30.92,0,"sumida-ku",2019,"may"
2019-05-25,31.07,12.43,34,10.36,31.1,0,"sumida-ku",2019,"may"
2019-05-26,32.11,14.5,39,11.39,31.13,0,"sumida-ku",2019,"may"
2019-05-27,33.14,15.54,39,12.43,31.04,0,"sumida-ku",2019,"may"
2019-05-28,26.93,13.46,46,32.11,30.86,0.1,"sumida-ku",2019,"may"
2019-05-29,25.89,15.54,60,26.93,30.71,8.91,"sumida-ku",2019,"may"
2019-05-30,24.86,9.32,42,18.64,30.98,1.14,"sumida-ku",2019,"may"
2019-05-31,24.86,15.54,60,24.86,30.95,0,"sumida-ku",2019,"may"
2019-05-01,21.71,14.47,72,18.61,30.59,12.2,"taito-ku",2019,"may"
2019-05-02,19.64,12.4,62,10.34,30.68,10.34,"taito-ku",2019,"may"
2019-05-03,22.74,10.34,51,12.4,30.98,0.21,"taito-ku",2019,"may"
2019-05-04,22.74,10.34,48,14.47,31.07,1.76,"taito-ku",2019,"may"
2019-05-05,23.78,12.4,54,13.44,31.17,0,"taito-ku",2019,"may"
2019-05-06,21.71,11.37,54,27.91,30.98,0.52,"taito-ku",2019,"may"
2019-05-07,17.57,8.27,55,15.51,30.8,1.03,"taito-ku",2019,"may"
2019-05-08,20.67,5.17,37,22.74,30.92,0,"taito-ku",2019,"may"
2019-05-09,21.71,7.24,44,22.74,30.86,0,"taito-ku",2019,"may"
2019-05-10,26.88,7.24,36,11.37,30.92,0,"taito-ku",2019,"may"
2019-05-11,25.84,11.37,46,10.34,30.95,0,"taito-ku",2019,"may"
2019-05-12,23.78,13.44,52,16.54,31.01,0.93,"taito-ku",2019,"may"
2019-05-13,21.71,11.37,55,15.51,31.11,0.21,"taito-ku",2019,"may"
2019-05-14,20.67,13.44,69,24.81,31.11,3.51,"taito-ku",2019,"may"
2019-05-15,21.71,11.37,56,20.67,31.07,0,"taito-ku",2019,"may"
2019-05-16,22.74,11.37,54,11.37,31.01,0,"taito-ku",2019,"may"
2019-05-17,23.78,13.44,56,12.4,31.14,0,"taito-ku",2019,"may"
2019-05-18,22.74,13.44,58,13.44,31.26,0.52,"taito-ku",2019,"may"
2019-05-19,23.78,12.4,56,17.57,31.23,1.03,"taito-ku",2019,"may"
2019-05-20,22.74,13.44,60,24.81,31.04,3.2,"taito-ku",2019,"may"
2019-05-21,21.71,18.61,80,31.01,30.65,64.61,"taito-ku",2019,"may"
2019-05-22,24.81,11.37,48,16.54,30.68,0,"taito-ku",2019,"may"
2019-05-23,26.88,9.3,38,13.44,30.8,0,"taito-ku",2019,"may"
2019-05-24,28.94,11.37,42,11.37,30.86,0,"taito-ku",2019,"may"
2019-05-25,31.01,12.4,34,10.34,31.04,0,"taito-ku",2019,"may"
2019-05-26,32.04,14.47,39,11.37,31.07,0,"taito-ku",2019,"may"
2019-05-27,33.08,15.51,39,12.4,30.98,0,"taito-ku",2019,"may"
2019-05-28,26.88,13.44,46,32.04,30.8,0.1,"taito-ku",2019,"may"
2019-05-29,25.84,15.51,60,26.88,30.65,8.89,"taito-ku",2019,"may"
2019-05-30,24.81,9.3,42,18.61,30.92,1.14,"taito-ku",2019,"may"
2019-05-31,24.81,15.51,60,24.81,30.89,0,"taito-ku",2019,"may"
2019-05-01,21.38,14.25,72,18.32,30.12,12.01,"toshima-ku",2019,"may"
2019-05-02,19.34,12.21,62,10.18,30.21,10.18,"toshima-ku",2019,"may"
2019-05-03,22.39,10.18,51,12.21,30.51,0.2,"toshima-ku",2019,"may"
2019-05-04,22.39,10.18,48,14.25,30.6,1.73,"toshima-ku",2019,"may"
2019-05-05,23.41,12.21,54,13.23,30.69,0,"toshima-ku",2019,"may"
2019-05-06,21.38,11.2,54,27.48,30.51,0.51,"toshima-ku",2019,"may"
2019-05-07,17.3,8.14,55,15.27,30.33,1.02,"toshima-ku",2019,"may"
2019-05-08,20.36,5.09,37,22.39,30.45,0,"toshima-ku",2019,"may"
2019-05-09,21.38,7.13,44,22.39,30.39,0,"toshima-ku",2019,"may"
2019-05-10,26.47,7.13,36,11.2,30.45,0,"toshima-ku",2019,"may"
2019-05-11,25.45,11.2,46,10.18,30.48,0,"toshima-ku",2019,"may"
2019-05-12,23.41,13.23,52,16.29,30.54,0.92,"toshima-ku",2019,"may"
2019-05-13,21.38,11.2,55,15.27,30.63,0.2,"toshima-ku",2019,"may"
2019-05-14,20.36,13.23,69,24.43,30.63,3.46,"toshima-ku",2019,"may"
2019-05-15,21.38,11.2,56,20.36,30.6,0,"toshima-ku",2019,"may"
2019-05-16,22.39,11.2,54,11.2,30.54,0,"toshima-ku",2019,"may"
2019-05-17,23.41,13.23,56,12.21,30.66,0,"toshima-ku",2019,"may"
2019-05-18,22.39,13.23,58,13.23,30.78,0.51,"toshima-ku",2019,"may"
2019-05-19,23.41,12.21,56,17.3,30.75,1.02,"toshima-ku",2019,"may"
2019-05-20,22.39,13.23,60,24.43,30.57,3.16,"toshima-ku",2019,"may"
2019-05-21,21.38,18.32,80,30.54,30.18,63.62,"toshima-ku",2019,"may"
2019-05-22,24.43,11.2,48,16.29,30.21,0,"toshima-ku",2019,"may"
2019-05-23,26.47,9.16,38,13.23,30.33,0,"toshima-ku",2019,"may"
2019-05-24,28.5,11.2,42,11.2,30.39,0,"toshima-ku",2019,"may"
2019-05-25,30.54,12.21,34,10.18,30.57,0,"toshima-ku",2019,"may"
2019-05-26,31.55,14.25,39,11.2,30.6,0,"toshima-ku",2019,"may"
2019-05-27,32.57,15.27,39,12.21,30.51,0,"toshima-ku",2019,"may"
2019-05-28,26.47,13.23,46,31.55,30.33,0.1,"toshima-ku",2019,"may"
2019-05-29,25.45,15.27,60,26.47,30.18,8.75,"toshima-ku",2019,"may"
2019-05-30,24.43,9.16,42,18.32,30.45,1.12,"toshima-ku",2019,"may"
2019-05-31,24.43,15.27,60,24.43,30.42,0,"toshima-ku",2019,"may"
2020-05-01,21.94,12.54,59,26.12,31.35,0,"adachi-ku",2020,"may"
2020-05-02,25.08,15.67,58,15.67,31.29,0,"adachi-ku",2020,"may"
2020-05-03,22.99,14.63,59,25.08,31.29,0,"adachi-ku",2020,"may"
2020-05-04,20.9,15.67,75,29.26,31.13,0,"adachi-ku",2020,"may"
2020-05-05,24.03,16.72,70,13.58,31.1,3.76,"adachi-ku",2020,"may"
2020-05-06,19.85,12.54,67,13.58,31.2,2.51,"adachi-ku",2020,"may"
2020-05-07,21.94,6.27,45,14.63,31.26,5.22,"adachi-ku",2020,"may"
2020-05-08,18.81,8.36,51,16.72,31.5,0,"adachi-ku",2020,"may"
2020-05-09,19.85,9.4,55,28.21,31.44,0,"adachi-ku",2020,"may"
2020-05-10,24.03,15.67,68,35.53,31.1,0,"adachi-ku",2020,"may"
2020-05-11,26.12,18.81,68,18.81,30.92,0.63,"adachi-ku",2020,"may"
2020-05-12,24.03,16.72,68,16.72,31.04,0.1,"adachi-ku",2020,"may"
2020-05-13,29.26,11.49,42,14.63,31.04,0,"adachi-ku",2020,"may"
2020-05-14,22.99,8.36,41,21.94,31.38,0,"adachi-ku",2020,"may"
2020-05-15,24.03,11.49,49,25.08,31.44,0,"adachi-ku",2020,"may"
2020-05-16,18.81,13.58,67,26.12,31.23,5.96,"adachi-ku",2020,"may"
2020-05-17,24.03,16.72,69,11.49,31.01,0.21,"adachi-ku",2020,"may"
2020-05-18,20.9,17.76,77,14.63,31.07,3.87,"adachi-ku",2020,"may"
2020-05-19,19.85,16.72,81,19.85,30.86,20.48,"adachi-ku",2020,"may"
2020-05-20,18.81,12.54,72,20.9,31.01,4.18,"adachi-ku",2020,"may"
2020-05-21,14.63,11.49,79,17.76,31.26,6.48,"adachi-ku",2020,"may"
2020-05-22,16.72,13.58,83,12.54,31.38,15.46,"adachi-ku",2020,"may"
2020-05-23,21.94,15.67,76,12.54,31.29,3.45,"adachi-ku",2020,"may"
2020-05-24,22.99,15.67,70,16.72,31.29,0,"adachi-ku",2020,"may"
2020-05-25,24.03,16.72,66,15.67,31.2,0,"adachi-ku",2020,"may"
2020-05-26,24.03,16.72,68,13.58,31.13,0,"adachi-ku",2020,"may"
2020-05-27,22.99,16.72,65,10.45,31.01,1.25,"adachi-ku",2020,"may"
2020-05-28,22.99,12.54,55,15.67,31.1,0,"adachi-ku",2020,"may"
2020-05-29,25.08,11.49,46,13.58,31.26,0.31,"adachi-ku",2020,"may"
2020-05-30,25.08,13.58,54,17.76,31.47,0.73,"adachi-ku",2020,"may"
2020-05-31,24.03,14.63,60,22.99,31.47,0,"adachi-ku",2020,"may"
2020-05-01,22.42,12.81,59,26.69,32.03,0,"arakawa-ku",2020,"may"
2020-05-02,25.62,16.01,58,16.01,31.97,0,"arakawa-ku",2020,"may"
2020-05-03,23.49,14.95,59,25.62,31.97,0,"arakawa-ku",2020,"may"
2020-05-04,21.35,16.01,75,29.89,31.81,0,"arakawa-ku",2020,"may"
2020-05-05,24.55,17.08,70,13.88,31.78,3.84,"arakawa-ku",2020,"may"
2020-05-06,20.28,12.81,67,13.88,31.87,2.56,"arakawa-ku",2020,"may"
2020-05-07,22.42,6.41,45,14.95,31.94,5.34,"arakawa-ku",2020,"may"
2020-05-08,19.22,8.54,51,17.08,32.19,0,"arakawa-ku",2020,"may"
2020-05-09,20.28,9.61,55,28.83,32.13,0,"arakawa-ku",2020,"may"
2020-05-10,24.55,16.01,68,36.3,31.78,0,"arakawa-ku",2020,"may"
2020-05-11,26.69,19.22,68,19.22,31.59,0.64,"arakawa-ku",2020,"may"
2020-05-12,24.55,17.08,68,17.08,31.72,0.11,"arakawa-ku",2020,"may"
2020-05-13,29.89,11.74,42,14.95,31.72,0,"arakawa-ku",2020,"may"
2020-05-14,23.49,8.54,41,22.42,32.06,0,"arakawa-ku",2020,"may"
2020-05-15,24.55,11.74,49,25.62,32.13,0,"arakawa-ku",2020,"may"
2020-05-16,19.22,13.88,67,26.69,31.9,6.09,"arakawa-ku",2020,"may"
2020-05-17,24.55,17.08,69,11.74,31.68,0.21,"arakawa-ku",2020,"may"
2020-05-18,21.35,18.15,77,14.95,31.75,3.95,"arakawa-ku",2020,"may"
2020-05-19,20.28,17.08,81,20.28,31.53,20.92,"arakawa-ku",2020,"may"
2020-05-20,19.22,12.81,72,21.35,31.68,4.27,"arakawa-ku",2020,"may"
2020-05-21,14.95,11.74,79,18.15,31.94,6.62,"arakawa-ku",2020,"may"
2020-05-22,17.08,13.88,83,12.81,32.06,15.8,"arakawa-ku",2020,"may"
2020-05-23,22.42,16.01,76,12.81,31.97,3.52,"arakawa-ku",2020,"may"
2020-05-24,23.49,16.01,70,17.08,31.97,0,"arakawa-ku",2020,"may"
2020-05-25,24.55,17.08,66,16.01,31.87,0,"arakawa-ku",2020,"may"
2020-05-26,24.55,17.08,68,13.88,31.81,0,"arakawa-ku",2020,"may"
2020-05-27,23.49,17.08,65,10.68,31.68,1.28,"arakawa-ku",2020,"may"
2020-05-28,23.49,12.81,55,16.01,31.78,0,"arakawa-ku",2020,"may"
2020-05-29,25.62,11.74,46,13.88,31.94,0.32,"arakawa-ku",2020,"may"
2020-05-30,25.62,13.88,54,18.15,32.16,0.75,"arakawa-ku",2020,"may"
2020-05-31,24.55,14.95,60,23.49,32.16,0,"arakawa-ku",2020,"may"
2020-05-01,22.44,12.82,59,26.72,32.06,0,"bunkyo-ku",2020,"may"
2020-05-02,25.65,16.03,58,16.03,32,0,"bunkyo-ku",2020,"may"
2020-05-03,23.51,14.96,59,25.65,32,0,"bunkyo-ku",2020,"may"
2020-05-04,21.37,16.03,75,29.92,31.84,0,"bunkyo-ku",2020,"may"
2020-05-05,24.58,17.1,70,13.89,31.81,3.85,"bunkyo-ku",2020,"may"
2020-05-06,20.31,12.82,67,13.89,31.91,2.56,"bunkyo-ku",2020,"may"
2020-05-07,22.44,6.41,45,14.96,31.97,5.34,"bunkyo-ku",2020,"may"
2020-05-08,19.24,8.55,51,17.1,32.22,0,"bunkyo-ku",2020,"may"
2020-05-09,20.31,9.62,55,28.85,32.16,0,"bunkyo-ku",2020,"may"
2020-05-10,24.58,16.03,68,36.34,31.81,0,"bunkyo-ku",2020,"may"
2020-05-11,26.72,19.24,68,19.24,31.62,0.64,"bunkyo-ku",2020,"may"
2020-05-12,24.58,17.1,68,17.1,31.75,0.11,"bunkyo-ku",2020,"may"
2020-05-13,29.92,11.76,42,14.96,31.75,0,"bunkyo-ku",2020,"may"
2020-05-14,23.51,8.55,41,22.44,32.1,0,"bunkyo-ku",2020,"may"
2020-05-15,24.58,11.76,49,25.65,32.16,0,"bunkyo-ku",2020,"may"
2020-05-16,19.24,13.89,67,26.72,31.94,6.09,"bunkyo-ku",2020,"may"
2020-05-17,24.58,17.1,69,11.76,31.72,0.21,"bunkyo-ku",2020,"may"
2020-05-18,21.37,18.17,77,14.96,31.78,3.95,"bunkyo-ku",2020,"may"
2020-05-19,20.31,17.1,81,20.31,31.56,20.95,"bunkyo-ku",2020,"may"
2020-05-20,19.24,12.82,72,21.37,31.72,4.27,"bunkyo-ku",2020,"may"
2020-05-21,14.96,11.76,79,18.17,31.97,6.63,"bunkyo-ku",2020,"may"
2020-05-22,17.1,13.89,83,12.82,32.1,15.82,"bunkyo-ku",2020,"may"
2020-05-23,22.44,16.03,76,12.82,32,3.53,"bunkyo-ku",2020,"may"
2020-05-24,23.51,16.03,70,17.1,32,0,"bunkyo-ku",2020,"may"
2020-05-25,24.58,17.1,66,16.03,31.91,0,"bunkyo-ku",2020,"may"
2020-05-26,24.58,17.1,68,13.89,31.84,0,"bunkyo-ku",2020,"may"
2020-05-27,23.51,17.1,65,10.69,31.72,1.28,"bunkyo-ku",2020,"may"
2020-05-28,23.51,12.82,55,16.03,31.81,0,"bunkyo-ku",2020,"may"
2020-05-29,25.65,11.76,46,13.89,31.97,0.32,"bunkyo-ku",2020,"may"
2020-05-30,25.65,13.89,54,18.17,32.19,0.75,"bunkyo-ku",2020,"may"
2020-05-31,24.58,14.96,60,23.51,32.19,0,"bunkyo-ku",2020,"may"
2020-05-01,21.23,12.13,59,25.27,30.33,0,"chiyoda-ku",2020,"may"
2020-05-02,24.26,15.16,58,15.16,30.27,0,"chiyoda-ku",2020,"may"
2020-05-03,22.24,14.15,59,24.26,30.27,0,"chiyoda-ku",2020,"may"
2020-05-04,20.22,15.16,75,28.3,30.12,0,"chiyoda-ku",2020,"may"
2020-05-05,23.25,16.17,70,13.14,30.09,3.64,"chiyoda-ku",2020,"may"
2020-05-06,19.21,12.13,67,13.14,30.18,2.43,"chiyoda-ku",2020,"may"
2020-05-07,21.23,6.06,45,14.15,30.24,5.05,"chiyoda-ku",2020,"may"
2020-05-08,18.19,8.09,51,16.17,30.48,0,"chiyoda-ku",2020,"may"
2020-05-09,19.21,9.1,55,27.29,30.42,0,"chiyoda-ku",2020,"may"
2020-05-10,23.25,15.16,68,34.37,30.09,0,"chiyoda-ku",2020,"may"
2020-05-11,25.27,18.19,68,18.19,29.91,0.61,"chiyoda-ku",2020,"may"
2020-05-12,23.25,16.17,68,16.17,30.03,0.1,"chiyoda-ku",2020,"may"
2020-05-13,28.3,11.12,42,14.15,30.03,0,"chiyoda-ku",2020,"may"
2020-05-14,22.24,8.09,41,21.23,30.36,0,"chiyoda-ku",2020,"may"
2020-05-15,23.25,11.12,49,24.26,30.42,0,"chiyoda-ku",2020,"may"
2020-05-16,18.19,13.14,67,25.27,30.21,5.76,"chiyoda-ku",2020,"may"
2020-05-17,23.25,16.17,69,11.12,30,0.2,"chiyoda-ku",2020,"may"
2020-05-18,20.22,17.18,77,14.15,30.06,3.74,"chiyoda-ku",2020,"may"
2020-05-19,19.21,16.17,81,19.21,29.85,19.81,"chiyoda-ku",2020,"may"
2020-05-20,18.19,12.13,72,20.22,30,4.04,"chiyoda-ku",2020,"may"
2020-05-21,14.15,11.12,79,17.18,30.24,6.27,"chiyoda-ku",2020,"may"
2020-05-22,16.17,13.14,83,12.13,30.36,14.96,"chiyoda-ku",2020,"may"
2020-05-23,21.23,15.16,76,12.13,30.27,3.34,"chiyoda-ku",2020,"may"
2020-05-24,22.24,15.16,70,16.17,30.27,0,"chiyoda-ku",2020,"may"
2020-05-25,23.25,16.17,66,15.16,30.18,0,"chiyoda-ku",2020,"may"
2020-05-26,23.25,16.17,68,13.14,30.12,0,"chiyoda-ku",2020,"may"
2020-05-27,22.24,16.17,65,10.11,30,1.21,"chiyoda-ku",2020,"may"
2020-05-28,22.24,12.13,55,15.16,30.09,0,"chiyoda-ku",2020,"may"
2020-05-29,24.26,11.12,46,13.14,30.24,0.3,"chiyoda-ku",2020,"may"
2020-05-30,24.26,13.14,54,17.18,30.45,0.71,"chiyoda-ku",2020,"may"
2020-05-31,23.25,14.15,60,22.24,30.45,0,"chiyoda-ku",2020,"may"
2020-05-01,21.39,12.22,59,25.46,30.56,0,"chuo-ku",2020,"may"
2020-05-02,24.44,15.28,58,15.28,30.5,0,"chuo-ku",2020,"may"
2020-05-03,22.41,14.26,59,24.44,30.5,0,"chuo-ku",2020,"may"
2020-05-04,20.37,15.28,75,28.52,30.35,0,"chuo-ku",2020,"may"
2020-05-05,23.43,16.3,70,13.24,30.32,3.67,"chuo-ku",2020,"may"
2020-05-06,19.35,12.22,67,13.24,30.41,2.44,"chuo-ku",2020,"may"
2020-05-07,21.39,6.11,45,14.26,30.47,5.09,"chuo-ku",2020,"may"
2020-05-08,18.33,8.15,51,16.3,30.71,0,"chuo-ku",2020,"may"
2020-05-09,19.35,9.17,55,27.5,30.65,0,"chuo-ku",2020,"may"
2020-05-10,23.43,15.28,68,34.63,30.32,0,"chuo-ku",2020,"may"
2020-05-11,25.46,18.33,68,18.33,30.14,0.61,"chuo-ku",2020,"may"
2020-05-12,23.43,16.3,68,16.3,30.26,0.1,"chuo-ku",2020,"may"
2020-05-13,28.52,11.2,42,14.26,30.26,0,"chuo-ku",2020,"may"
2020-05-14,22.41,8.15,41,21.39,30.59,0,"chuo-ku",2020,"may"
2020-05-15,23.43,11.2,49,24.44,30.65,0,"chuo-ku",2020,"may"
2020-05-16,18.33,13.24,67,25.46,30.44,5.81,"chuo-ku",2020,"may"
2020-05-17,23.43,16.3,69,11.2,30.23,0.2,"chuo-ku",2020,"may"
