candidate_id,source_raw_id,title,year,doi,landing_url,pdf_url,final_decision,final_status,reason_code,evidence_level,evidence_text,retrieval_chain
FT059,RAW259,"Smart Hydroponic Greenhouse (Sensing, Monitoring and Control) Prototype Based on Arduino and IOT",2021,10.9734/ijpss/2021/v33i430430,https://doi.org/10.9734/ijpss/2021/v33i430430,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=actorial with 3 replicates. Place and Duration of Study: Central Laboratory for Agriculture Climate (CLAC), Agriculture Research Center, Egypt during 2020. Methodology: Two systems of hydroponic culture, nutrient film technique (NFT) and deep flow technique (DFT) that cultivated by lettuce plants we | N=length. Conclusion: Integrated monitoring and control system and IOT provide a wireless sensors network that offered a high capability of accessing huge data anywhere and anytime. Smart management of nutrient solution (TDS, pH, temperature, and level), without smart control, were not useful enough | C=Smart Hydroponic Greenhouse (Sensing, Monitoring and Control) Prototype Based on Arduino and IOT. Aims: Sensing, monitoring and control the micro-climate measurements and environmental conditions of greenhouse prototype to create a smart hydroponic greenhouse for maximizin | E=owth but it wasn't sufficient to give a high quality of lettuce yield under the experiment. NFT system gave higher values of average No. of leaves and fresh weight of lettuce plants than DFT system that presented higher plant length. Conclusion: Integrated monitoring and control system and IOT provi",abstract_available+landing_url
FT060,RAW260,Developing a new IoT network topology for effective Greenhouse Monitoring and Control,2025,10.1016/j.procs.2025.07.183,https://doi.org/10.1016/j.procs.2025.07.183,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=anded sensor networks and AI. This work contributes to the advancement of smart agriculture by using IoT to enable energy-efficient, data-driven greenhouse management that supports plant growth and health.. Procedia Computer Science | N=izing environmental monitoring in greenhouses. This paper presents an IoT-based Wireless Sensor Network (WSN) for smart greenhouse monitoring. The system is implemented at the K.C. Irving Environmental Science Centre in Wolfville, NS. It integrates Crossbow Iris Motes with sensors for temperature, h | C=Developing a new IoT network topology for effective Greenhouse Monitoring and Control. Greenhouses provide a controlled environment that supports optimal plant growth by controlling key environmental conditions. However, traditional greenhouse systems face challenges such as real-time data collect | E=work contributes to the advancement of smart agriculture by using IoT to enable energy-efficient, data-driven greenhouse management that supports plant growth and health.. Procedia Computer Science",abstract_available+landing_url
FT061,RAW261,A Hybrid IoT and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture,2025,10.54392/irjmt2545,https://doi.org/10.54392/irjmt2545,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=T and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture. Growing demand for green farming has expedited the progress of smart greenhouse technology. This paper presents a smart greenhouse system combining Internet of Things (IoT) platforms with autonomous controls | N=A Hybrid IoT and Machine Learning Framework for Smart Greenhouse Automation in Sustainable Agriculture. Growing demand for green farming has expedited the progress of smart greenhouse technology. This paper presents a smart green | C=greenhouse system combining Internet of Things (IoT) platforms with autonomous controls and artificial intelligence (AI) to improve the efficiency of crop production and minimize the utilization of resources. Greenhouse management under traditional technique is usually influenced by ineffective con | E=ESP8266 and ESP32 microcontrollers and MQTT for data transmission at low costs. Experimental validation confirmed a 30% reduction in water consumption and 15% increase in crop yield, and energy efficiency improved to traditional systems. The system is flexible for different scales of greenhouses and",abstract_available+landing_url
FT062,RAW262,IoT-based monitoring and control for optimized plant growth in smart greenhouses using soil and hydroponic systems,2025,10.1016/j.iot.2025.101710,https://linkinghub.elsevier.com/retrieve/pii/S2542660525002240,,exclude,exclude_fulltext_unretrievable,R12_fulltext_or_abstract_unretrievable_after_OpenAlex_Unpaywall_Crossref_landing_checks,retrieval_failure_documented,No sufficient abstract/full-text evidence was retrievable. Conservative PRISMA eligibility rule: exclude rather than infer PNCE fit.,metadata_only+landing_url; crossref=R08_crossref_text_insufficient; landing=R10_landing_text_insufficient
FT063,RAW263,Intelligent Greenhouse cultivation empowered in IoT ecosystem,2021,10.1109/agers53903.2021.9617304,https://doi.org/10.1109/agers53903.2021.9617304,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=sensors and network connectivity for collecting and exchanging the data. IOT in agriculture helps in monitoring the soil moistures and temperature, controls the irrigation and usage of water, pesticides and fertilizers. The greenhouse planting hires only the migrant users due to lack of effectivenes | N=Intelligent Greenhouse cultivation empowered in IoT ecosystem. The Internet of Things (IOT) is a network of physical objects that are embedded with electronics, software, sensors and network connectivity for collecting and exchanging the data. IOT in agriculture helps | C=ata. IOT in agriculture helps in monitoring the soil moistures and temperature, controls the irrigation and usage of water, pesticides and fertilizers. The greenhouse planting hires only the migrant users due to lack of effectiveness in technology and by facing the difficulties in controlling the qu | E=the several distinct types of sensors for monitoring the consumption of power, energy and water. It also aims in assisting the researchers and helps farmers to accumulate the knowledge of the innovative IOT technology in the smart greenhouse cultivation..",abstract_available+landing_url
FT064,RAW264,Monitoring of Smart Greenhouse Using Internet of Things (IoT),2024,10.1007/978-981-99-9610-0_19,https://link.springer.com/chapter/10.1007/978-981-99-9610-0_19?error=cookies_not_supported&code=30805ce1-c51e-4d5d-ae26-e81a8a1ebbbd,,exclude,exclude_fulltext_unretrievable,R12_fulltext_or_abstract_unretrievable_after_OpenAlex_Unpaywall_Crossref_landing_checks,retrieval_failure_documented,No sufficient abstract/full-text evidence was retrievable. Conservative PRISMA eligibility rule: exclude rather than infer PNCE fit.,metadata_only+landing_url; crossref=R08_crossref_text_insufficient; landing=R10_landing_text_insufficient
FT065,RAW265,LoRaWAN based internet of things (IoT) system for precision irrigation in plasticulture fresh-market tomato,2022,10.1016/j.atech.2022.100053,https://doi.org/10.1016/j.atech.2022.100053,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=ral crops with enhancing crop's water use efficiency and sustainability.. Smart Agricultural Technology | N=LoRaWAN based internet of things (IoT) system for precision irrigation in plasticulture fresh-market tomato. Precision irrigation with sensors has proven to be effective for water saving in crop production. An Internet o | C=ed well in terms of power consumption, communication, sensor reading, and valve control. These results suggested that the IoT system can be implemented for precision and automatic irrigation operations for vegetable and other horticultural crops with enhancing crop's water use efficiency and sustain | E=on crop irrigation. In this study, a LoRaWAN based IoT system was developed and evaluated as a precision irrigation tool on fresh-market tomato production in a plasticulture system. Four irrigation scheduling treatments were designed and tested, including irrigation based on crop evapotranspiration",abstract_available+landing_url
FT066,RAW266,Development of an IoT-Based Precision Irrigation System for Tomato Production from Indoor Seedling Germination to Outdoor Field Production,2023,10.3390/app13095556,https://doi.org/10.3390/app13095556,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Development of an IoT-Based Precision Irrigation System for Tomato Production from Indoor Seedling Germination to Outdoor Field Production. Proper irrigation management, especially for tomatoes that are sensitive to water, is the key to ensuring sustainable | N=ther assessment. A low-power wide area networking Long Range Wide Area Network (LoRaWAN) protocol was developed with remote monitoring and controlling capability for irrigation management. Two irrigation systems, including surface and subsurface drip irrigations, were used to compare which system re | C=ing a low-cost sensor coupled with IoT technology could help to achieve precise control of the moisture content in the plant root-zone soil and apply water on demand with minimum human intervention. An IoT-based precision irrigation system was developed for growing Momotaro tomato seedlings inside a | E=main blend of peat moss, vermiculite, and perlite. Furthermore, in two repeated experiments, a subsurface drip irrigation system with 0.86 distribution uniformity used 10% less water than the surface drip irrigation system. The produced tomato seedlings were transplanted to open fields for further a",abstract_available+landing_url
FT067,RAW267,&amp;lt;i&amp;gt;Internet of Things (IoT)-based Precision Irrigation with LoRaWAN Technology Applied to High Tunnel Vegetable Production&amp;lt;/i&amp;gt;,2020,10.13031/aim.202000762,https://doi.org/10.13031/aim.202000762,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=&amp;lt;i&amp;gt;Internet of Things (IoT)-based Precision Irrigation with LoRaWAN Technology Applied to High Tunnel Vegetable Production&amp;lt;/i&amp;gt;. <b><sc>Abstract.</sc></b> <b>Precision irrigation with sensor-based decision-making system has proven to be effective for | N=&amp;lt;i&amp;gt;Internet of Things (IoT)-based Precision Irrigation with LoRaWAN Technology Applied to High Tunnel Vegetable Production&amp;lt;/i&amp;gt;. <b><sc>Abstract.</sc></b> <b>Precision irrigation with sensor-based decision-making system has proven to be effective for water saving in | C=d and uploaded to an IoT platform (AllThingsTalk) for monitoring and irrigation control. Thresholds were determined for each irrigation strategy to start and stop the irrigation. The results indicated that the developed IoT system worked properly for the irrigation task.</b>. 2020 ASABE Annual Inter | E=ased precision drip irrigation system with LoRaWAN technology was developed and evaluated for a vegetable high tunnel production system. Four irrigation management systems were designed and tested, including one based on volumetric soil water content sensors (SWC), two based on soil water potential",abstract_available+landing_url
FT068,RAW268,Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production,2021,10.13031/aim.202100877,https://doi.org/10.13031/aim.202100877,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production. <b><sc>Abstract.</sc></b> <b>Precision irrigation with sensors has proven to be effective for water saving in crop production. Internet of things (IoT) | N=Internet of Things (IoT)-Based Precision Irrigation With LoRaWAN Technology Applied to Vegetable Production. <b><sc>Abstract.</sc></b> <b>Precision irrigation with sensors has proven to be effective for water saving in crop production. Internet of things (IoT) system is necess | C=ed well in terms of power consumption, communication, sensors reading and valve control. It can be potentially implemented for precision and automatic irrigation operation in vegetable fields.</b>. 2021 ASABE Annual International Virtual Meeting, July 12-16, 2021 | E=ty, yield, and irrigation water use efficiency (iWUE) were evaluated during the experiment. The results indicated that treatment MP60 and GesCoN had a marketable yield 15.2% and 22.1% higher than ET, respectively. MP40 had a marketable yield 12.5% lower than ET. GesCoN had a significantly higher yie",abstract_available+landing_url
FT069,RAW269,"Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil",2023,10.17660/actahortic.2023.1377.79,https://doi.org/10.17660/actahortic.2023.1377.79,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil. ISHS XXXI International Horticultural Congress (IHC2022): International Symposium on Innovative Technologies | N=Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil. ISHS XXXI International Horticultural Congress (IHC2022): International Symposium on Innovative Technologies and Production | C=Symposium on Innovative Technologies and Production Strategies for Sustainable Controlled Environment Horticulture Implementing internet of things (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil. Acta Hortic | E=s (IoT) sensor-based precision irrigation with LoRaWAN technology for enhancing yield, quality, and resource use efficiency of soilless basil. ISHS XXXI International Horticultural Congress (IHC2022): International Symposium on Innovative Technologies and Production Strategies for Sustainable Contro",abstract_available+landing_url
FT070,RAW284,Monitoring Soil and Ambient Parameters in the IoT Precision Agriculture Scenario: An Original Modeling Approach Dedicated to Low-Cost Soil Water Content Sensors,2021,10.3390/s21155110,https://doi.org/10.3390/s21155110,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Monitoring Soil and Ambient Parameters in the IoT Precision Agriculture Scenario: An Original Modeling Approach Dedicated to Low-Cost Soil Water Content Sensors. A low power wireless sensor network based on LoRaWAN protocol was designed with a focus on the IoT low-cost Precision | N=w-Cost Soil Water Content Sensors. A low power wireless sensor network based on LoRaWAN protocol was designed with a focus on the IoT low-cost Precision Agriculture applications, such as greenhouse sensing and actuation. All subsystems used in this research are designed by using commercial component | C=IoT low-cost Precision Agriculture applications, such as greenhouse sensing and actuation. All subsystems used in this research are designed by using commercial components and free or open-source software libraries. The whole system was implemented to demonstrate the feasibility of a modular system | E=odular system built with cheap off-the-shelf components, including sensors. The experimental outputs were collected and stored in a database managed by a virtual machine running in a cloud service. The collected data can be visualized in real time by the user with a graphical interface. The reliabil",abstract_available+landing_url
FT071,RAW291,A Fuzzy-Logic-Based Smart Irrigation Controller for Precision Agriculture,2024,10.1109/jiot.2024.3440200,https://doi.org/10.1109/jiot.2024.3440200,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=A Fuzzy-Logic-Based Smart Irrigation Controller for Precision Agriculture. Precision irrigation utilizing sensors and IoT devices was introduced for efficient utilization of natural water resources in the agriculture sector. Most existing precision irrigation techniques are computa | N=ontroller for Precision Agriculture. Precision irrigation utilizing sensors and IoT devices was introduced for efficient utilization of natural water resources in the agriculture sector. Most existing precision irrigation techniques are computationally complex. To solve this issue, a precision irrig | C=A Fuzzy-Logic-Based Smart Irrigation Controller for Precision Agriculture. Precision irrigation utilizing sensors and IoT devices was introduced for efficient utilization of natural water resources in the agriculture sector. Most existing precision irrigati | E=ollers are computationally lightweight but struggle to achieve higher accuracy. Simulations using actual data in MATLAB show that the proposed fuzzy-based model predictive control (MPC) controller not only closely follows the behavior of DLQR but it does so with significantly lower computational com",abstract_available+landing_url
FT072,RAW292,Controlling irrigation in a container nursery using IoT,2018,10.3934/agrfood.2018.3.205,https://doi.org/10.3934/agrfood.2018.3.205,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=able source of water for food production is forecast as a critical issue facing agriculture. The recent EPA Strategic Plan emphasized the need to ensure waters are clean through improved water infrastructure and sustainably manage programs to support the different uses of water. This plan though bro | N=Controlling irrigation in a container nursery using IoT. The demand for water has increased while the supply has been stagnant. This may be attributed to population growth, land-use dynamics and climatic factors. The availability of a sustainable source of water for food | C=Controlling irrigation in a container nursery using IoT. The demand for water has increased while the supply has been stagnant. This may be attributed to population growth, land-use dynamics and climatic factors. The ava | E=Controlling irrigation in a container nursery using IoT. The demand for water has increased while the supply has been stagnant. This may be attributed to population growth, land-use dynamics and climatic factors. The availability of a sustainable source of water for food production is foreca",abstract_available+landing_url
FT073,RAW293,Digital twin-enabled intelligent irrigation-drainage system for precision water-salt management in saline agroecosystems,2025,10.1016/j.agwat.2025.109957,https://doi.org/10.1016/j.agwat.2025.109957,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=shwater scarcity are widely recognized as persistent constraints on sustainable agricultural intensification, especially in arid and semi-arid regions. This study presents a targeted approach by developing an integrated intelligent irrigation-drainage platform that combines Internet of Things (IoT)- | N=ated intelligent irrigation-drainage platform that combines Internet of Things (IoT)-based multi-layer environmental sensing, Long Short-Term Memory (LSTM) deep learning for predictive modeling, and digital twin-assisted management. A closed-loop irrigation-drainage infrastructure was concurrently i | C=toring and Long Short-Term Memory (LSTM) prediction enabled adaptive water-salt control. • A closed-loop reuse system improved leaching efficiency and reduced salinity. • Field experiments demonstrated significant salt reduction across soil profiles.. Agricultural Water Management | E=ed-loop reuse system improved leaching efficiency and reduced salinity. • Field experiments demonstrated significant salt reduction across soil profiles.. Agricultural Water Management",abstract_available+landing_url
FT074,RAW294,"Creation of Parcelas 5.0 using the 5S framework (social, sustainable, smart, sensing and safe) to improve traditional farming in Mexico",2025,10.1080/19397038.2025.2471306,https://doi.org/10.1080/19397038.2025.2471306,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=ents a comprehensive solution for Parcelas 5.0, designed to enhance sustainable agriculture in Mexico by utilising photovoltaic energy, rainwater capture, precision agriculture, and vertical farming using the 5S framework – Social, Sustainable, Sensing, Smart, and Safe and exponential technologies ( | N=inable, Sensing, Smart, and Safe and exponential technologies (nanotechnology, biotechnology, information technology, cogno technology). The proposed novel reference model, a Solar-Powered Vertical Farming Hub, is a modular and scalable system that integrates renewable energy and resource-efficient | C=Photovoltaic panels provide off-grid energy, powering LED grow lights, climate control, and IoT sensors, while rainwater capture systems support a closed-loop irrigation system for water efficiency. Precision agriculture technologies, including IoT-connected sensors and data analytics, enable real- | E=designed to enhance sustainable agriculture in Mexico by utilising photovoltaic energy, rainwater capture, precision agriculture, and vertical farming using the 5S framework – Social, Sustainable, Sensing, Smart, and Safe and exponential technologies (nanotechnology, biotechnology, information techn",abstract_available+landing_url
FT075,RAW296,Design of an Efficient Automated Closed-Loop Irrigation System for Stable Remote Access to Field Conditions,2019,10.35940/ijeat.f8366.088619,https://doi.org/10.35940/ijeat.f8366.088619,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=nlivable by 2020. Proficient water administration is a noteworthy worry in many agricultural sites in these parched zones. As engineers, it our duty to help avert this crisis. Automated closed loop irrigation systems offer a potential answer in order to help site-specific water system administration | N=mes to maximize efficiency of the agricultural process. The Internet of Things (IOT) is one of the technological advancements which can provide a remote viewing ability to the system by giving the user a platform to analyze this data. With more development in the field of IOT expected in the coming | C=er. This project puts forward a humble design of an automated irrigation system controlled via closed-loop operation, employing a host of sensors to attain data to check against the predetermined threshold values. The collected data should be available to the agriculturalist at all times to maximize | E=em for Stable Remote Access to Field Conditions. Many major metro cities face a water crisis today. It has been predicted that Bangalore will become unlivable by 2020. Proficient water administration is a noteworthy worry in many agricultural sites in these parched zones. As engineers, it our duty t",abstract_available+landing_url
FT076,RAW299,Automated Irrigation and Fertigation System Applying Sensing Technology,2021,10.30880/jeva.2021.02.02.009,https://doi.org/10.30880/jeva.2021.02.02.009,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=it finds many applications in various industries. The development of efficient agricultural systems has become essential to address the challenges of feeding the enormous and ever-increasing population around the globe. One way of dealing with this is to expand agricultural production standard and | N=igation and Fertigation System Applying Sensing Technology. Internet of Things (IoT) is the most discussed topic nowadays and it finds many applications in various industries. The development of efficient agricultural systems has become essential to address the challenges of feeding the enormous and | C=switch and the 5V Optocoupler relay module are used in this project. The remote control of the system is a mobile application. If the moisture level in the soil reaches the desired value, it will stop water supply. The project could be expended on a larger scale in the future and the system may also | E=ct massive data from various devices. The system's effectiveness depends on the performance of the sensor under various climate changes. The network and a closed-loop feedback system need to be connected to the system for maximum operational capacity. The module of the Soil Moisture Sensor and the M",abstract_available+landing_url
FT077,RAW300,Reinforcement Learning based Decentralized Approach for Precision Agriculture and Environment Monitoring,2025,10.1109/icaiss61471.2025.11042035,https://doi.org/10.1109/icaiss61471.2025.11042035,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Reinforcement Learning based Decentralized Approach for Precision Agriculture and Environment Monitoring. Environmental sensing and precision agriculture are critical to maximizing agricultural production and minimizing environmental footprint. Conventional centralized systems suffer f | N=an Automatic Water Sprinkle and Monitoring System utilizing Internet of Things (IoT) technology, real-time analytics, and precision agriculture techniques. In the MARL framework, agents are dispatched across field zones, allowing them to autonomously control the use of resources (e.g., irrigation, f | C=mework, agents are dispatched across field zones, allowing them to autonomously control the use of resources (e.g., irrigation, fertilizer, and pest control) and to learn the most effective strategy to improve the crop yield and health. IoT-based sensors measure soil water content, temperature, rela | E=ine data analysis and precision irrigation scheduling and control of resources. Experimental evidence reveals an average 28% reduction in water consumption, 18% reduction in fertilizer application, and 16% crop yield improvement, with a smaller footprint on the environment. The agent de-centralized",abstract_available+landing_url
FT078,RAW301,IoT and Inception V3 for Precision Rice Disease Detection,2025,10.1109/cmss66566.2025.11182534,https://doi.org/10.1109/cmss66566.2025.11182534,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=ogether to make an integrated smart farming framework that helps with precision agriculture in rice farming. The suggested system has a rice disease detection module that uses deep learning and the Inception V3 convolutional neural network (CNN). It also has a proximity-based irrigation control syst | N=IoT and Inception V3 for Precision Rice Disease Detection. This paper shows how to use artificial intelligence and the Internet of Things (IoT) together to make an integrated smart farming framework that helps with preci | C=V3 convolutional neural network (CNN). It also has a proximity-based irrigation control system that uses real-time soil data to turn on. We first trained the disease detection model with 3,000 real-field rice leaf images. Then, this method improved it with images from public datasets like PlantVilla | E=neralising across different conditions. The model had an F1 score of 98.06%, an accuracy of 98.12%, a precision of 98.93%, and a recall of 98.35%. Sensor nodes are used to continuously check the temperature, humidity, and moisture levels in the soil. These outputs are then combined into a low-cost I",abstract_available+landing_url
FT079,RAW307,Towards Precision Agriculture: IoT-Enabled Intelligent Irrigation Systems Using Deep Learning Neural Network,2021,10.1109/jsen.2021.3069266,https://doi.org/10.1109/jsen.2021.3069266,,exclude,exclude_fulltext,R06_missing_PNCE_C,openalex_unpaywall_metadata,"P=Towards Precision Agriculture: IoT-Enabled Intelligent Irrigation Systems Using Deep Learning Neural Network. Recently, precision agriculture has gained substantial attention due to the ever-growing world population demands for food and w | N=Towards Precision Agriculture: IoT-Enabled Intelligent Irrigation Systems Using Deep Learning Neural Network. Recently, precision agriculture has gained substantial attention due to the ever-growing world population demands for food and water. Consequ | C=missing | E=n results that DLiSA uses water more wisely than state-of-the-art models in the experimental farming area.. IEEE Sensors Journal",abstract_available+landing_url
FT080,RAW310,IoT-Blockchain Enabled Optimized Provenance System for Food Industry 4.0 Using Advanced Deep Learning,2020,10.3390/s20102990,https://doi.org/10.3390/s20102990,,exclude,exclude_fulltext,R06_missing_PNCE_C,openalex_unpaywall_metadata,P=Optimized Provenance System for Food Industry 4.0 Using Advanced Deep Learning. Agriculture and livestock play a vital role in social and economic stability. Food safety and transparency in the food supply chain are a significant concern for many people. Internet of Things (IoT) and blockchain are g | N=IoT-Blockchain Enabled Optimized Provenance System for Food Industry 4.0 Using Advanced Deep Learning. Agriculture and livestock play a vital role in social and economic stability. Food safety and transparency in the foo | C=missing | E=ect the optimal training parameters by GA and finally cascade LSTM with GRU. We evaluated the performance of the proposed system for a different number of users. This paper aims to help supply chain practitioners to take advantage of the state-of-the-art technologies; it will also help the industry,abstract_available+landing_url
FT081,RAW320,IoT-Enabled Adaptive Watering System with ARIMA-Based Soil Moisture Prediction for Smart Agriculture,2025,,https://doi.org/10.1109/access.2025.3532447,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=ed Adaptive Watering System with ARIMA-Based Soil Moisture Prediction for Smart Agriculture. Agriculture is the backbone of every country as it fulfills the necessities of human beings as well as animals and also supports the country’s economy in terms of revenue by exporting food products to the in | N=IoT-Enabled Adaptive Watering System with ARIMA-Based Soil Moisture Prediction for Smart Agriculture. Agriculture is the backbone of every country as it fulfills the necessities of human beings as well as animals and als | C=sult, food shortage is increasing. A solution to handle the water shortage is a controlled watering system for crops. In this paper, we describe two different IoT-based systems for crop soil moisture, soil temperature, and outdoor temperature and humidity monitoring, one is Wi-Fi based while the oth | E=r and unpredicted weather conditions are affecting agricultural areas, and as a result, food shortage is increasing. A solution to handle the water shortage is a controlled watering system for crops. In this paper, we describe two different IoT-based systems for crop soil moisture, soil temperature,",abstract_available+landing_url
FT082,RAW322,Vegetation Effects on LoRa-Based Wireless Sensor Communication for Remote Monitoring of Automatic Orchard Irrigation Status,2025,,https://doi.org/10.3390/iot6010002,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=-Based Wireless Sensor Communication for Remote Monitoring of Automatic Orchard Irrigation Status. LoRa-based sensor nodes may provide a reliable solution for wireless communication in orchard cultivation and smart farming, facilitating real-time environmental monitoring. However, the signal strengt | N=Vegetation Effects on LoRa-Based Wireless Sensor Communication for Remote Monitoring of Automatic Orchard Irrigation Status. LoRa-based sensor nodes may provide a reliable solution for wireless communication in orchard cultivation and smart f | C=rd conditions. A sensor node, built with a commercial LoRa transceiver and microcontroller unit (MCU), was paired with a single-channel gateway linked to an orchard irrigation system. Performance metrics such as the packet delivery ratio (PDR), received signal strength indicator (RSSI), and signal-t | E=rain, weather, and nearby electrical devices. The objective of this study is to evaluate the impact of orchard trees on the performance of a LoRa sensor node under orchard conditions. A sensor node, built with a commercial LoRa transceiver and microcontroller unit (MCU), was paired with a single-cha",abstract_available+landing_url
FT083,RAW324,Analyzing the Effectiveness of Wireless Sensor Networks in Smart Agriculture with OPNET,2025,,https://doi.org/10.5281/zenodo.17799240,,exclude,exclude_fulltext,R06_missing_PNCE_C,openalex_unpaywall_metadata,"P=Analyzing the Effectiveness of Wireless Sensor Networks in Smart Agriculture with OPNET. High rate of technological development in the agricultural systems has led to the embracement of smart farming where technology as represented by wireless communication network is highly involved | N=Analyzing the Effectiveness of Wireless Sensor Networks in Smart Agriculture with OPNET. High rate of technological development in the agricultural systems has led to the embracement of smart farming where technology as represented by wireless communi | C=missing | E=nment of optimum crop yield and preservation of environmental resources. In the simulation, the sensor nodes are placed in a virtual farmland to collect and transmit the environmental information to sink node in the center where it is to be analyzed. The critical key performance indicators such as n",abstract_available+landing_url
FT084,RAW325,Data-driven model predictive control (MPC) for irrigation management in agricultural greenhouse under CO2 enrichment,2025,,https://doi.org/10.25165/j.ijabe.20181101.3210,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=overed rows of open-fields crops to highly sophisticated controlled environment agriculture (CEA) facilities that projected the image of plant factories for urban agriculture. The advances and improvements in CEA have promoted the scientific solutions for the efficient production of plants in popula | N=ing, urban agriculture, vertical farming, automation, internet of things (IoT), wireless sensor network, plant factories DOI: 10.25165/j.ijabe.20181101.3210 Citation: Shamshiri R R, Kalantari F, Ting K C, Thorp K R, Hameed I A, Weltzien C, et al. Advances in greenhouse automation and controlled envi | C=Data-driven model predictive control (MPC) for irrigation management in agricultural greenhouse under CO2 enrichment. Greenhouse cultivation has evolved from simple covered rows of open-fields crops to highly sophisticated controlled environment agr | E=environment perception and data sharing, and advanced microclimate control and energy optimization models. This research highlighted urban agriculture and its derivatives, including vertical farming, rooftop greenhouses and plant factories which are the extensions of CEA and have emerged as a respo",abstract_available+landing_url
FT085,RAW327,Spatiotemporal prediction of soil moisture content using machine learning algorithms,2025,,https://doi.org/10.3389/fsoil.2025.1612908,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=Introduction Accurate prediction of soil moisture content (SMC) is crucial for agricultural systems as it affects hydrological cycles, crop growth, and resource management. Considering the challenges with prediction accuracy and determining the effect of soil texture, depth, and meteorological data | N=Spatiotemporal prediction of soil moisture content using machine learning algorithms. Introduction Accurate prediction of soil moisture content (SMC) is crucial for agricultural systems as it affects hydrological cycles, cro | C=missing | E=hings (IoT)-based sensors and SMC data calculated using the gravimetric method. Results The results showed variations in SMC in all studied soil types and depths, with silt loam exhibiting the highest variation in SMC. RFR demonstrated high accuracy at different depths and soil types, particularly i",abstract_available+landing_url
FT086,RAW329,"MIMO-OFDM Based Wireless Sensor Networks: Standards, Challenges, and Opportunities in Smart Agriculture",2025,,https://doi.org/10.1109/comst.2023.3249835,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=sed Wireless Sensor Networks: Standards, Challenges, and Opportunities in Smart Agriculture. Fifth generation (5G) mobile communication systems have entered the stage of commercial deployment, providing users with new services, improved user experiences as well as a host of novel opportunities to va | N=MIMO-OFDM Based Wireless Sensor Networks: Standards, Challenges, and Opportunities in Smart Agriculture. Fifth generation (5G) mobile communication systems have entered the stage of commercial deployment, providing users with new servic | C=missing | E=missing",abstract_available+landing_url
